PainLocation,AgeGroup,Intensity,Capacity,RecommendedExercise,Frequency
Back,Teen,Low,Beginner,Cat-Cow Stretch,Weekly
Shoulder,Adult,Medium,Advanced,Arm Circles,Daily
Elbow,Adult,Medium,Beginner,Tricep Dips,Daily
Knee,Senior,Low,Beginner,Lunges,Bi-Weekly
Osteoporotic,Teen,High,Beginner,Tai Chi,Weekly
Knee,Child,Medium,Intermediate,Squats,Bi-Weekly
Elbow,Child,High,Advanced,Resistance Band Curls,Weekly
PCOS,Adult,Low,Advanced,Strength Training,Daily
Knee,Senior,Low,Intermediate,Squats,Daily
Ankle,Child,Low,Beginner,Calf Raises,Daily
Neck,Senior,High,Beginner,Neck Tilts,Bi-Weekly
Knee,Child,High,Intermediate,Lunges,Weekly
Neck,Adult,Medium,Advanced,Neck Tilts,Weekly
Neck,Adult,Low,Advanced,Neck Rotations,Weekly
PCOS,Adult,Medium,Intermediate,Yoga,Bi-Weekly
PCOS,Teen,Low,Advanced,Cardio Exercises,Daily
Knee,Adult,Low,Intermediate,Lunges,Bi-Weekly
Knee,Child,Low,Advanced,Lunges,Daily
Osteoporotic,Teen,Medium,Beginner,Weight Training,Weekly
PCOS,Teen,Medium,Advanced,Yoga,Weekly
Knee,Adult,High,Beginner,Lunges,Bi-Weekly
Ankle,Adult,High,Beginner,Calf Raises,Weekly
Osteoporotic,Teen,Low,Advanced,Balance Exercises,Weekly
Back,Senior,Low,Intermediate,Deadlifts,Daily
Neck,Child,Low,Advanced,Shoulder Shrugs,Daily
Neck,Child,Low,Advanced,Neck Rotations,Daily
Osteoporotic,Senior,High,Beginner,Balance Exercises,Daily
Osteoporotic,Child,High,Intermediate,Weight Training,Bi-Weekly
Shoulder,Adult,High,Beginner,Shoulder Rolls,Bi-Weekly
Back,Adult,High,Advanced,Deadlifts,Daily
PCOS,Teen,Medium,Beginner,Yoga,Daily
Shoulder,Senior,High,Beginner,Shoulder Rolls,Bi-Weekly
PCOS,Child,High,Advanced,Yoga,Daily
Osteoporotic,Child,Medium,Intermediate,Tai Chi,Daily
PCOS,Adult,High,Intermediate,Yoga,Weekly
Neck,Senior,Low,Advanced,Shoulder Shrugs,Weekly
Knee,Child,Low,Beginner,Lunges,Weekly
Osteoporotic,Senior,High,Advanced,Balance Exercises,Daily
Ankle,Child,Low,Advanced,Toe Walks,Weekly
Osteoporotic,Teen,Low,Advanced,Weight Training,Bi-Weekly
Osteoporotic,Child,High,Intermediate,Weight Training,Weekly
PCOS,Senior,High,Intermediate,Strength Training,Daily
Neck,Adult,Low,Beginner,Neck Rotations,Daily
Knee,Adult,Low,Advanced,Leg Raises,Daily
PCOS,Teen,Low,Intermediate,Strength Training,Daily
Back,Child,Low,Beginner,Superman Exercise,Bi-Weekly
Ankle,Senior,Medium,Intermediate,Calf Raises,Daily
Shoulder,Teen,Low,Intermediate,Shoulder Rolls,Bi-Weekly
Ankle,Teen,Medium,Intermediate,Toe Walks,Weekly
Ankle,Child,High,Intermediate,Ankle Circles,Weekly
Back,Child,High,Intermediate,Deadlifts,Bi-Weekly
Back,Teen,High,Advanced,Superman Exercise,Weekly
Ankle,Adult,High,Beginner,Ankle Circles,Daily
Knee,Senior,Medium,Advanced,Lunges,Daily
Elbow,Child,Low,Intermediate,Resistance Band Curls,Weekly
Back,Child,Low,Beginner,Deadlifts,Daily
Neck,Child,Low,Advanced,Neck Rotations,Weekly
Back,Senior,Medium,Intermediate,Cat-Cow Stretch,Bi-Weekly
Neck,Teen,Medium,Advanced,Shoulder Shrugs,Weekly
Elbow,Child,Medium,Beginner,Wrist Flexor Stretch,Weekly
Elbow,Senior,Low,Intermediate,Resistance Band Curls,Bi-Weekly
Back,Teen,Medium,Beginner,Superman Exercise,Weekly
Osteoporotic,Child,Low,Advanced,Tai Chi,Daily
PCOS,Senior,High,Beginner,Cardio Exercises,Bi-Weekly
Elbow,Teen,Medium,Advanced,Wrist Flexor Stretch,Weekly
Knee,Child,High,Beginner,Leg Raises,Weekly
Back,Senior,Low,Advanced,Cat-Cow Stretch,Weekly
Osteoporotic,Teen,Medium,Beginner,Tai Chi,Weekly
PCOS,Child,High,Beginner,Yoga,Bi-Weekly
Ankle,Adult,High,Intermediate,Toe Walks,Daily
Knee,Teen,Low,Intermediate,Leg Raises,Bi-Weekly
Knee,Child,High,Intermediate,Squats,Weekly
Ankle,Child,High,Beginner,Toe Walks,Bi-Weekly
Elbow,Adult,Medium,Advanced,Resistance Band Curls,Bi-Weekly
Knee,Child,Medium,Advanced,Lunges,Daily
Elbow,Teen,Medium,Advanced,Resistance Band Curls,Bi-Weekly
Shoulder,Senior,Low,Advanced,Arm Circles,Daily
Back,Teen,Low,Beginner,Superman Exercise,Daily
Neck,Senior,High,Intermediate,Neck Tilts,Weekly
Back,Senior,Medium,Advanced,Superman Exercise,Weekly
Back,Adult,Medium,Intermediate,Cat-Cow Stretch,Weekly
Ankle,Teen,High,Advanced,Calf Raises,Weekly
Elbow,Teen,Medium,Intermediate,Wrist Flexor Stretch,Weekly
Knee,Teen,Medium,Beginner,Leg Raises,Daily
Elbow,Child,Medium,Intermediate,Tricep Dips,Daily
Shoulder,Child,Low,Beginner,Wall Push-ups,Weekly
Ankle,Adult,High,Intermediate,Calf Raises,Weekly
Ankle,Child,Medium,Advanced,Toe Walks,Daily
Neck,Child,High,Intermediate,Neck Tilts,Bi-Weekly
Shoulder,Teen,Low,Beginner,Wall Push-ups,Daily
Back,Teen,High,Advanced,Cat-Cow Stretch,Weekly
Knee,Teen,Medium,Beginner,Squats,Daily
Elbow,Adult,Medium,Advanced,Wrist Flexor Stretch,Weekly
Osteoporotic,Teen,Medium,Beginner,Weight Training,Weekly
Elbow,Teen,High,Intermediate,Resistance Band Curls,Bi-Weekly
Osteoporotic,Senior,High,Beginner,Balance Exercises,Weekly
PCOS,Child,Low,Intermediate,Strength Training,Bi-Weekly
Knee,Teen,High,Intermediate,Leg Raises,Weekly
Shoulder,Senior,High,Intermediate,Shoulder Rolls,Bi-Weekly
Knee,Senior,High,Beginner,Squats,Bi-Weekly
Neck,Teen,High,Beginner,Shoulder Shrugs,Weekly
Ankle,Child,Medium,Intermediate,Toe Walks,Daily
Ankle,Adult,High,Beginner,Toe Walks,Daily
Osteoporotic,Adult,Low,Intermediate,Balance Exercises,Bi-Weekly
Ankle,Adult,Medium,Beginner,Toe Walks,Daily
Shoulder,Adult,Low,Advanced,Wall Push-ups,Daily
Knee,Adult,High,Intermediate,Squats,Weekly
Neck,Teen,High,Beginner,Neck Rotations,Bi-Weekly
Knee,Adult,High,Intermediate,Leg Raises,Daily
Neck,Child,Low,Intermediate,Shoulder Shrugs,Daily
Osteoporotic,Teen,High,Advanced,Tai Chi,Daily
Shoulder,Teen,Medium,Intermediate,Wall Push-ups,Weekly
Osteoporotic,Teen,Medium,Advanced,Balance Exercises,Weekly
PCOS,Senior,Low,Intermediate,Cardio Exercises,Weekly
Shoulder,Adult,Medium,Intermediate,Wall Push-ups,Daily
PCOS,Child,Medium,Beginner,Strength Training,Bi-Weekly
Neck,Child,Medium,Intermediate,Neck Rotations,Bi-Weekly
Shoulder,Child,High,Intermediate,Arm Circles,Weekly
Neck,Child,Low,Intermediate,Neck Rotations,Bi-Weekly
Knee,Adult,Low,Advanced,Leg Raises,Bi-Weekly
PCOS,Adult,High,Advanced,Strength Training,Daily
Neck,Child,High,Advanced,Neck Tilts,Daily
Elbow,Senior,High,Intermediate,Resistance Band Curls,Weekly
Elbow,Teen,High,Advanced,Tricep Dips,Daily
Knee,Teen,Medium,Advanced,Squats,Daily
Shoulder,Teen,Medium,Advanced,Shoulder Rolls,Weekly
Ankle,Senior,High,Beginner,Toe Walks,Bi-Weekly
Osteoporotic,Adult,Low,Advanced,Balance Exercises,Bi-Weekly
Knee,Child,Low,Beginner,Lunges,Weekly
Ankle,Teen,Medium,Beginner,Toe Walks,Bi-Weekly
Shoulder,Teen,Low,Beginner,Arm Circles,Weekly
Osteoporotic,Teen,Medium,Advanced,Weight Training,Daily
Neck,Child,Medium,Intermediate,Neck Tilts,Bi-Weekly
Neck,Senior,Low,Advanced,Neck Rotations,Bi-Weekly
Knee,Adult,Medium,Intermediate,Lunges,Weekly
Ankle,Child,Medium,Advanced,Ankle Circles,Bi-Weekly
Neck,Senior,Medium,Advanced,Shoulder Shrugs,Daily
Back,Child,Medium,Intermediate,Deadlifts,Bi-Weekly
Knee,Teen,Low,Beginner,Squats,Weekly
Knee,Child,High,Advanced,Squats,Weekly
PCOS,Child,High,Beginner,Cardio Exercises,Bi-Weekly
Knee,Teen,Medium,Advanced,Squats,Bi-Weekly
Ankle,Adult,Medium,Beginner,Ankle Circles,Bi-Weekly
Ankle,Teen,High,Intermediate,Ankle Circles,Daily
Back,Adult,Low,Intermediate,Superman Exercise,Weekly
Elbow,Senior,Medium,Advanced,Wrist Flexor Stretch,Weekly
Shoulder,Senior,High,Beginner,Wall Push-ups,Daily
Knee,Adult,High,Advanced,Squats,Weekly
Ankle,Teen,Medium,Advanced,Ankle Circles,Bi-Weekly
Elbow,Teen,High,Intermediate,Tricep Dips,Weekly
Osteoporotic,Child,High,Beginner,Tai Chi,Bi-Weekly
Osteoporotic,Child,High,Advanced,Tai Chi,Weekly
Osteoporotic,Child,Low,Intermediate,Balance Exercises,Bi-Weekly
Ankle,Child,High,Intermediate,Toe Walks,Bi-Weekly
Back,Child,Medium,Advanced,Superman Exercise,Weekly
Shoulder,Teen,High,Intermediate,Wall Push-ups,Daily
Back,Teen,High,Intermediate,Deadlifts,Daily
Knee,Child,High,Advanced,Squats,Bi-Weekly
Neck,Child,Medium,Advanced,Neck Tilts,Bi-Weekly
Osteoporotic,Teen,Medium,Advanced,Tai Chi,Daily
PCOS,Child,High,Advanced,Strength Training,Daily
Elbow,Adult,Medium,Beginner,Resistance Band Curls,Weekly
Shoulder,Teen,Low,Beginner,Wall Push-ups,Weekly
PCOS,Teen,Medium,Intermediate,Cardio Exercises,Daily
Neck,Adult,High,Advanced,Neck Tilts,Weekly
Osteoporotic,Adult,Medium,Intermediate,Tai Chi,Daily
Knee,Senior,High,Beginner,Lunges,Daily
Elbow,Child,High,Beginner,Wrist Flexor Stretch,Daily
Shoulder,Teen,Low,Intermediate,Shoulder Rolls,Daily
Osteoporotic,Senior,Low,Intermediate,Weight Training,Bi-Weekly
Elbow,Senior,Low,Advanced,Wrist Flexor Stretch,Weekly
Osteoporotic,Teen,Medium,Beginner,Weight Training,Bi-Weekly
Ankle,Teen,Medium,Advanced,Ankle Circles,Weekly
Shoulder,Teen,High,Beginner,Arm Circles,Bi-Weekly
Osteoporotic,Child,High,Advanced,Balance Exercises,Bi-Weekly
Ankle,Teen,Low,Beginner,Calf Raises,Daily
Shoulder,Teen,Medium,Intermediate,Wall Push-ups,Bi-Weekly
PCOS,Adult,Medium,Advanced,Yoga,Bi-Weekly
PCOS,Child,Medium,Advanced,Yoga,Daily
Back,Teen,Medium,Intermediate,Deadlifts,Bi-Weekly
Osteoporotic,Senior,Low,Beginner,Weight Training,Bi-Weekly
Ankle,Adult,Low,Intermediate,Calf Raises,Daily
Back,Teen,Low,Advanced,Cat-Cow Stretch,Weekly
Osteoporotic,Child,Low,Intermediate,Balance Exercises,Weekly
Shoulder,Teen,Low,Advanced,Arm Circles,Bi-Weekly
PCOS,Adult,High,Beginner,Yoga,Bi-Weekly
Knee,Senior,High,Intermediate,Squats,Daily
Osteoporotic,Adult,High,Advanced,Balance Exercises,Weekly
PCOS,Child,Low,Advanced,Yoga,Bi-Weekly
Neck,Teen,Low,Advanced,Shoulder Shrugs,Bi-Weekly
Knee,Teen,Low,Beginner,Leg Raises,Daily
Osteoporotic,Senior,High,Intermediate,Weight Training,Weekly
PCOS,Senior,Low,Intermediate,Cardio Exercises,Weekly
Elbow,Child,Low,Advanced,Wrist Flexor Stretch,Bi-Weekly
Elbow,Teen,Medium,Intermediate,Wrist Flexor Stretch,Bi-Weekly
Ankle,Teen,Medium,Beginner,Ankle Circles,Weekly
Osteoporotic,Adult,Low,Beginner,Balance Exercises,Bi-Weekly
PCOS,Child,Medium,Beginner,Strength Training,Daily
Osteoporotic,Adult,High,Beginner,Tai Chi,Bi-Weekly
Osteoporotic,Teen,Medium,Intermediate,Balance Exercises,Daily
Shoulder,Senior,High,Intermediate,Shoulder Rolls,Daily
Ankle,Child,Low,Beginner,Calf Raises,Weekly
PCOS,Teen,High,Beginner,Cardio Exercises,Weekly
Osteoporotic,Teen,Medium,Intermediate,Tai Chi,Weekly
Back,Teen,Medium,Advanced,Superman Exercise,Bi-Weekly
Elbow,Adult,Medium,Beginner,Wrist Flexor Stretch,Bi-Weekly
Back,Child,Low,Advanced,Cat-Cow Stretch,Daily
Neck,Teen,Medium,Intermediate,Shoulder Shrugs,Weekly
Shoulder,Teen,Medium,Intermediate,Wall Push-ups,Bi-Weekly
Back,Senior,High,Beginner,Cat-Cow Stretch,Daily
Back,Teen,High,Beginner,Cat-Cow Stretch,Weekly
Shoulder,Senior,Medium,Intermediate,Shoulder Rolls,Bi-Weekly
Neck,Senior,Medium,Intermediate,Neck Tilts,Daily
Back,Child,Low,Intermediate,Cat-Cow Stretch,Daily
Osteoporotic,Teen,Medium,Advanced,Weight Training,Bi-Weekly
Ankle,Child,High,Advanced,Calf Raises,Weekly
Shoulder,Teen,High,Beginner,Arm Circles,Bi-Weekly
Shoulder,Child,High,Advanced,Arm Circles,Bi-Weekly
Shoulder,Adult,High,Advanced,Arm Circles,Bi-Weekly
Neck,Child,Low,Intermediate,Neck Tilts,Weekly
Ankle,Teen,Low,Advanced,Toe Walks,Weekly
Shoulder,Adult,Medium,Intermediate,Wall Push-ups,Weekly
Back,Adult,Low,Beginner,Superman Exercise,Bi-Weekly
Neck,Teen,Low,Beginner,Neck Tilts,Daily
PCOS,Teen,Medium,Intermediate,Strength Training,Daily
Osteoporotic,Teen,High,Intermediate,Tai Chi,Daily
Knee,Teen,Low,Advanced,Leg Raises,Bi-Weekly
Shoulder,Teen,Medium,Beginner,Shoulder Rolls,Daily
Osteoporotic,Senior,Medium,Intermediate,Tai Chi,Daily
Osteoporotic,Teen,High,Beginner,Weight Training,Daily
Neck,Adult,High,Intermediate,Shoulder Shrugs,Bi-Weekly
Ankle,Adult,Low,Beginner,Ankle Circles,Weekly
Ankle,Adult,Low,Beginner,Toe Walks,Bi-Weekly
PCOS,Teen,High,Advanced,Cardio Exercises,Daily
Ankle,Child,Medium,Beginner,Ankle Circles,Bi-Weekly
Ankle,Teen,High,Beginner,Toe Walks,Weekly
Shoulder,Child,Medium,Advanced,Arm Circles,Bi-Weekly
Elbow,Senior,Low,Advanced,Tricep Dips,Weekly
PCOS,Teen,High,Advanced,Yoga,Daily
PCOS,Teen,High,Beginner,Cardio Exercises,Bi-Weekly
Back,Teen,Medium,Advanced,Superman Exercise,Bi-Weekly
Neck,Child,Medium,Beginner,Neck Tilts,Bi-Weekly
Neck,Senior,Low,Advanced,Shoulder Shrugs,Weekly
Back,Child,Low,Beginner,Superman Exercise,Daily
Osteoporotic,Child,High,Beginner,Weight Training,Daily
PCOS,Child,Low,Advanced,Cardio Exercises,Bi-Weekly
Elbow,Child,Low,Advanced,Tricep Dips,Weekly
Neck,Child,High,Advanced,Neck Rotations,Bi-Weekly
Back,Senior,Medium,Advanced,Cat-Cow Stretch,Weekly
PCOS,Child,Medium,Beginner,Yoga,Weekly
Osteoporotic,Senior,Low,Advanced,Tai Chi,Daily
Elbow,Senior,Low,Beginner,Wrist Flexor Stretch,Bi-Weekly
Elbow,Teen,Medium,Intermediate,Wrist Flexor Stretch,Weekly
Knee,Senior,High,Advanced,Leg Raises,Weekly
Knee,Child,High,Intermediate,Lunges,Bi-Weekly
Osteoporotic,Child,High,Beginner,Tai Chi,Daily
Osteoporotic,Child,Medium,Intermediate,Weight Training,Bi-Weekly
Shoulder,Adult,Medium,Beginner,Wall Push-ups,Weekly
Shoulder,Child,High,Beginner,Wall Push-ups,Bi-Weekly
Osteoporotic,Teen,High,Advanced,Balance Exercises,Daily
Neck,Adult,High,Intermediate,Neck Rotations,Bi-Weekly
Shoulder,Adult,Medium,Beginner,Shoulder Rolls,Daily
Knee,Adult,Low,Advanced,Lunges,Bi-Weekly
PCOS,Teen,Low,Beginner,Cardio Exercises,Bi-Weekly
Ankle,Child,Medium,Intermediate,Ankle Circles,Bi-Weekly
PCOS,Senior,Low,Advanced,Cardio Exercises,Weekly
Elbow,Child,High,Beginner,Tricep Dips,Weekly
Shoulder,Child,Low,Advanced,Wall Push-ups,Weekly
PCOS,Child,High,Beginner,Yoga,Weekly
Neck,Teen,Medium,Beginner,Neck Rotations,Weekly
Osteoporotic,Senior,Medium,Intermediate,Balance Exercises,Daily
Back,Child,Low,Beginner,Deadlifts,Daily
Shoulder,Child,High,Intermediate,Shoulder Rolls,Weekly
Neck,Teen,Low,Intermediate,Shoulder Shrugs,Bi-Weekly
Shoulder,Child,High,Advanced,Arm Circles,Bi-Weekly
Neck,Adult,Medium,Beginner,Neck Tilts,Weekly
Neck,Senior,High,Advanced,Neck Tilts,Bi-Weekly
Back,Teen,Low,Advanced,Superman Exercise,Bi-Weekly
Knee,Adult,Low,Beginner,Leg Raises,Daily
Osteoporotic,Adult,High,Advanced,Tai Chi,Weekly
Neck,Teen,Medium,Intermediate,Shoulder Shrugs,Daily
Knee,Teen,Low,Beginner,Leg Raises,Daily
Shoulder,Senior,High,Beginner,Shoulder Rolls,Daily
PCOS,Teen,Low,Beginner,Strength Training,Daily
Neck,Child,Low,Beginner,Neck Rotations,Daily
Back,Adult,Medium,Beginner,Superman Exercise,Bi-Weekly
Elbow,Adult,Low,Advanced,Wrist Flexor Stretch,Weekly
Neck,Child,Medium,Advanced,Neck Rotations,Weekly
Shoulder,Teen,Low,Intermediate,Wall Push-ups,Daily
PCOS,Child,Low,Intermediate,Strength Training,Bi-Weekly
Ankle,Child,Low,Advanced,Calf Raises,Bi-Weekly
Elbow,Child,High,Intermediate,Wrist Flexor Stretch,Bi-Weekly
Osteoporotic,Senior,High,Beginner,Weight Training,Bi-Weekly
Elbow,Senior,High,Advanced,Tricep Dips,Bi-Weekly
Back,Teen,High,Intermediate,Cat-Cow Stretch,Bi-Weekly
Osteoporotic,Senior,Low,Intermediate,Balance Exercises,Bi-Weekly
PCOS,Adult,High,Intermediate,Strength Training,Bi-Weekly
Osteoporotic,Adult,High,Advanced,Tai Chi,Daily
Ankle,Adult,Low,Advanced,Toe Walks,Weekly
Osteoporotic,Teen,High,Advanced,Tai Chi,Bi-Weekly
Back,Adult,High,Advanced,Deadlifts,Bi-Weekly
Back,Child,Medium,Intermediate,Cat-Cow Stretch,Weekly
Ankle,Teen,Medium,Intermediate,Calf Raises,Bi-Weekly
Elbow,Senior,Medium,Beginner,Wrist Flexor Stretch,Bi-Weekly
Shoulder,Adult,High,Advanced,Arm Circles,Bi-Weekly
Back,Adult,Low,Intermediate,Deadlifts,Daily
PCOS,Senior,Medium,Beginner,Yoga,Bi-Weekly
Knee,Adult,Medium,Intermediate,Lunges,Weekly
Neck,Senior,High,Advanced,Neck Rotations,Weekly
PCOS,Teen,Low,Advanced,Cardio Exercises,Weekly
PCOS,Child,Low,Beginner,Cardio Exercises,Weekly
PCOS,Senior,Low,Advanced,Yoga,Weekly
Neck,Child,Low,Advanced,Neck Rotations,Daily
Shoulder,Senior,Low,Advanced,Arm Circles,Bi-Weekly
Ankle,Child,Medium,Beginner,Ankle Circles,Daily
Shoulder,Adult,High,Intermediate,Wall Push-ups,Bi-Weekly
Osteoporotic,Teen,Low,Intermediate,Balance Exercises,Bi-Weekly
Knee,Child,High,Advanced,Squats,Daily
PCOS,Child,High,Beginner,Strength Training,Daily
Knee,Senior,High,Beginner,Squats,Daily
Neck,Child,Low,Beginner,Neck Rotations,Daily
Back,Adult,High,Intermediate,Superman Exercise,Daily
Osteoporotic,Senior,Low,Beginner,Tai Chi,Bi-Weekly
PCOS,Child,Low,Beginner,Cardio Exercises,Weekly
Elbow,Senior,Medium,Beginner,Tricep Dips,Daily
Neck,Senior,Medium,Advanced,Neck Tilts,Bi-Weekly
Osteoporotic,Teen,Medium,Intermediate,Tai Chi,Daily
PCOS,Child,Low,Beginner,Cardio Exercises,Daily
Back,Teen,High,Advanced,Cat-Cow Stretch,Weekly
Ankle,Child,Low,Beginner,Ankle Circles,Weekly
Knee,Adult,Low,Intermediate,Leg Raises,Daily
PCOS,Adult,Medium,Beginner,Cardio Exercises,Bi-Weekly
Shoulder,Adult,Low,Intermediate,Wall Push-ups,Daily
Knee,Adult,High,Beginner,Lunges,Daily
Elbow,Child,Medium,Beginner,Wrist Flexor Stretch,Daily
Knee,Senior,Low,Advanced,Squats,Weekly
Knee,Child,Low,Advanced,Lunges,Daily
Back,Senior,High,Intermediate,Deadlifts,Bi-Weekly
PCOS,Teen,High,Intermediate,Strength Training,Weekly
Ankle,Teen,Low,Advanced,Toe Walks,Bi-Weekly
Ankle,Adult,Low,Advanced,Toe Walks,Bi-Weekly
Elbow,Senior,Low,Beginner,Wrist Flexor Stretch,Bi-Weekly
Neck,Adult,High,Advanced,Neck Tilts,Weekly
Ankle,Teen,Medium,Advanced,Toe Walks,Daily
Back,Adult,Low,Intermediate,Superman Exercise,Weekly
Shoulder,Adult,Medium,Intermediate,Shoulder Rolls,Bi-Weekly
Elbow,Child,Low,Beginner,Tricep Dips,Bi-Weekly
Shoulder,Adult,Medium,Beginner,Arm Circles,Weekly
Ankle,Senior,High,Intermediate,Ankle Circles,Bi-Weekly
Elbow,Senior,High,Beginner,Resistance Band Curls,Daily
Neck,Adult,High,Intermediate,Neck Tilts,Weekly
Ankle,Senior,Medium,Intermediate,Calf Raises,Bi-Weekly
Shoulder,Adult,Medium,Beginner,Wall Push-ups,Weekly
Neck,Adult,Low,Beginner,Shoulder Shrugs,Daily
Knee,Teen,Low,Intermediate,Leg Raises,Bi-Weekly
Ankle,Child,Low,Advanced,Toe Walks,Daily
Shoulder,Child,High,Intermediate,Arm Circles,Weekly
Elbow,Adult,Medium,Intermediate,Resistance Band Curls,Bi-Weekly
Knee,Adult,Low,Beginner,Leg Raises,Weekly
Elbow,Teen,Low,Intermediate,Tricep Dips,Weekly
Osteoporotic,Child,Medium,Advanced,Weight Training,Bi-Weekly
Elbow,Child,Low,Beginner,Wrist Flexor Stretch,Daily
Back,Teen,Low,Advanced,Deadlifts,Daily
PCOS,Adult,High,Beginner,Cardio Exercises,Bi-Weekly
Knee,Senior,Medium,Beginner,Squats,Weekly
Neck,Child,Medium,Beginner,Neck Tilts,Weekly
Knee,Teen,High,Intermediate,Leg Raises,Weekly
PCOS,Teen,Low,Intermediate,Yoga,Daily
PCOS,Child,Low,Advanced,Cardio Exercises,Weekly
Back,Child,High,Intermediate,Cat-Cow Stretch,Weekly
Neck,Child,Medium,Beginner,Shoulder Shrugs,Weekly
Ankle,Adult,Low,Intermediate,Toe Walks,Daily
Ankle,Senior,High,Advanced,Toe Walks,Bi-Weekly
Shoulder,Adult,Medium,Intermediate,Arm Circles,Weekly
Osteoporotic,Adult,Medium,Intermediate,Tai Chi,Weekly
Back,Senior,High,Beginner,Cat-Cow Stretch,Weekly
Back,Senior,Low,Intermediate,Cat-Cow Stretch,Bi-Weekly
Back,Teen,Low,Advanced,Superman Exercise,Bi-Weekly
Neck,Teen,Low,Intermediate,Neck Rotations,Weekly
Ankle,Child,Low,Beginner,Ankle Circles,Bi-Weekly
Shoulder,Senior,Low,Advanced,Shoulder Rolls,Bi-Weekly
Shoulder,Adult,Low,Beginner,Shoulder Rolls,Daily
Neck,Adult,Low,Beginner,Neck Rotations,Bi-Weekly
Back,Child,Low,Intermediate,Deadlifts,Daily
Osteoporotic,Child,Medium,Intermediate,Balance Exercises,Daily
Neck,Teen,Medium,Advanced,Neck Rotations,Daily
Ankle,Senior,Medium,Beginner,Calf Raises,Weekly
Back,Adult,Medium,Intermediate,Cat-Cow Stretch,Weekly
Back,Child,Low,Intermediate,Superman Exercise,Bi-Weekly
Elbow,Child,Low,Advanced,Resistance Band Curls,Daily
Knee,Adult,High,Intermediate,Squats,Bi-Weekly
PCOS,Child,Low,Beginner,Yoga,Bi-Weekly
Knee,Senior,Low,Advanced,Squats,Bi-Weekly
Elbow,Teen,High,Advanced,Tricep Dips,Daily
Elbow,Teen,High,Beginner,Wrist Flexor Stretch,Weekly
Knee,Child,Medium,Intermediate,Leg Raises,Bi-Weekly
Knee,Child,Low,Advanced,Squats,Weekly
Elbow,Child,High,Advanced,Tricep Dips,Weekly
Ankle,Adult,Medium,Advanced,Ankle Circles,Bi-Weekly
PCOS,Senior,High,Advanced,Cardio Exercises,Weekly
Neck,Adult,High,Intermediate,Neck Tilts,Daily
Back,Child,High,Intermediate,Cat-Cow Stretch,Weekly
PCOS,Senior,Low,Advanced,Strength Training,Bi-Weekly
Neck,Teen,Medium,Beginner,Neck Rotations,Weekly
PCOS,Adult,Medium,Beginner,Strength Training,Weekly
Osteoporotic,Adult,Medium,Advanced,Tai Chi,Weekly
Osteoporotic,Senior,Medium,Intermediate,Tai Chi,Daily
PCOS,Adult,High,Beginner,Cardio Exercises,Bi-Weekly
Back,Teen,Low,Beginner,Cat-Cow Stretch,Daily
Ankle,Child,Low,Advanced,Toe Walks,Daily
Shoulder,Child,Medium,Advanced,Wall Push-ups,Weekly
Shoulder,Senior,Medium,Intermediate,Wall Push-ups,Daily
Ankle,Teen,Medium,Intermediate,Calf Raises,Daily
Neck,Senior,High,Beginner,Shoulder Shrugs,Bi-Weekly
Back,Adult,Medium,Beginner,Superman Exercise,Bi-Weekly
PCOS,Senior,High,Intermediate,Strength Training,Weekly
Osteoporotic,Teen,High,Beginner,Weight Training,Weekly
Shoulder,Teen,Medium,Advanced,Arm Circles,Bi-Weekly
Knee,Senior,High,Advanced,Lunges,Bi-Weekly
Elbow,Teen,High,Intermediate,Wrist Flexor Stretch,Bi-Weekly
Elbow,Senior,Medium,Intermediate,Tricep Dips,Weekly
Back,Child,High,Beginner,Cat-Cow Stretch,Bi-Weekly
Shoulder,Senior,Low,Beginner,Arm Circles,Daily
Elbow,Senior,High,Advanced,Wrist Flexor Stretch,Weekly
Shoulder,Child,High,Beginner,Arm Circles,Bi-Weekly
Osteoporotic,Senior,Medium,Beginner,Balance Exercises,Bi-Weekly
Back,Child,Low,Intermediate,Deadlifts,Daily
Back,Child,High,Advanced,Deadlifts,Weekly
Neck,Adult,Medium,Advanced,Neck Tilts,Weekly
Back,Child,Low,Intermediate,Superman Exercise,Bi-Weekly
Ankle,Child,Low,Advanced,Toe Walks,Daily
PCOS,Senior,High,Beginner,Strength Training,Daily
Neck,Adult,Low,Beginner,Shoulder Shrugs,Daily
Ankle,Adult,Low,Intermediate,Calf Raises,Weekly
Neck,Adult,Low,Advanced,Neck Rotations,Bi-Weekly
Osteoporotic,Child,Low,Beginner,Weight Training,Bi-Weekly
Neck,Teen,High,Advanced,Neck Rotations,Daily
Ankle,Adult,Low,Beginner,Toe Walks,Weekly
Elbow,Senior,Low,Intermediate,Resistance Band Curls,Weekly
Ankle,Senior,Medium,Advanced,Toe Walks,Weekly
Knee,Senior,Medium,Beginner,Leg Raises,Bi-Weekly
Back,Adult,Medium,Intermediate,Deadlifts,Bi-Weekly
Osteoporotic,Child,High,Advanced,Weight Training,Bi-Weekly
Neck,Senior,High,Advanced,Neck Rotations,Bi-Weekly
Back,Child,Medium,Advanced,Superman Exercise,Weekly
PCOS,Senior,High,Advanced,Cardio Exercises,Bi-Weekly
Osteoporotic,Senior,Medium,Advanced,Balance Exercises,Bi-Weekly
Shoulder,Senior,Medium,Beginner,Shoulder Rolls,Weekly
Back,Senior,Low,Beginner,Superman Exercise,Bi-Weekly
